artist,track,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,unique
Expose,When I Looked At Him,"['freestyle', 'new wave pop']",0.457,0.742,8,-9.574,1,0.0414,0.379,2.06e-05,0.24,0.533,169.623,audio_features,6qfY3dOCvLzY6ENzJZXTUK,spotify:track:6qfY3dOCvLzY6ENzJZXTUK,https://api.spotify.com/v1/tracks/6qfY3dOCvLzY6ENzJZXTUK,https://api.spotify.com/v1/audio-analysis/6qfY3dOCvLzY6ENzJZXTUK,332493,4,Expose|When I Looked At Him
The Alarm,Sold Me Down the River - 2000 Recording Live from London,"['dance rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'welsh rock']",0.303,0.959,1,-4.588,1,0.0814,0.0204,0.000197,0.992,0.315,130.189,audio_features,18YpKwSgrRwKhVWfhlWYcH,spotify:track:18YpKwSgrRwKhVWfhlWYcH,https://api.spotify.com/v1/tracks/18YpKwSgrRwKhVWfhlWYcH,https://api.spotify.com/v1/audio-analysis/18YpKwSgrRwKhVWfhlWYcH,259057,4,The Alarm|Sold Me Down The River
Aerosmith,Love In An Elevator - Live Version,"['album rock', 'classic rock', 'hard rock', 'rock']",0.33,0.961,4,-5.431,1,0.115,0.000401,0.000616,0.987,0.319,93.683,audio_features,285gElbKR8dpan5tSJncT7,spotify:track:285gElbKR8dpan5tSJncT7,https://api.spotify.com/v1/tracks/285gElbKR8dpan5tSJncT7,https://api.spotify.com/v1/audio-analysis/285gElbKR8dpan5tSJncT7,355667,4,Aerosmith|Love In An Elevator
Fine Young Cannibals,I'm Not the Man I Used to Be,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.811,0.629,7,-12.571,0,0.0363,0.206,0.161,0.0564,0.867,110.42,audio_features,0ce4Ru8pHOZKijojglD4JS,spotify:track:0ce4Ru8pHOZKijojglD4JS,https://api.spotify.com/v1/tracks/0ce4Ru8pHOZKijojglD4JS,https://api.spotify.com/v1/audio-analysis/0ce4Ru8pHOZKijojglD4JS,258867,4,Fine Young Cannibals|I'm Not The Man I Used To Be
Motley Crue,Dr. Feelgood,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,audio_features,4HLTeC7b32DaNaR5pf6tbd,spotify:track:4HLTeC7b32DaNaR5pf6tbd,https://api.spotify.com/v1/tracks/4HLTeC7b32DaNaR5pf6tbd,https://api.spotify.com/v1/audio-analysis/4HLTeC7b32DaNaR5pf6tbd,290187,4,Motley Crue|Dr. Feelgood
White Lion,Radar Love,"['album rock', 'glam metal', 'hard rock', 'rock']",0.405,0.858,4,-8.106,1,0.043,0.00027,0.0237,0.0921,0.563,102.913,audio_features,0MOi5oWv5Y0Ea9p7BdXepF,spotify:track:0MOi5oWv5Y0Ea9p7BdXepF,https://api.spotify.com/v1/tracks/0MOi5oWv5Y0Ea9p7BdXepF,https://api.spotify.com/v1/audio-analysis/0MOi5oWv5Y0Ea9p7BdXepF,355040,4,White Lion|Radar Love
Poco,Call It Love - Live,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'soft rock', 'southern rock', 'traditional folk']",0.48,0.64,9,-6.402,1,0.032,0.0519,6.87e-06,0.763,0.154,105.703,audio_features,1UgEXP7xoqYl0RXg3Pt3UP,spotify:track:1UgEXP7xoqYl0RXg3Pt3UP,https://api.spotify.com/v1/tracks/1UgEXP7xoqYl0RXg3Pt3UP,https://api.spotify.com/v1/audio-analysis/1UgEXP7xoqYl0RXg3Pt3UP,294058,4,Poco|Call It Love
Tears For Fears,Sowing The Seeds Of Love,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",0.209,0.795,0,-7.241,1,0.0443,0.0109,5.63e-05,0.355,0.682,171.975,audio_features,0PbAyLrJRDxckQBLQ2Addc,spotify:track:0PbAyLrJRDxckQBLQ2Addc,https://api.spotify.com/v1/tracks/0PbAyLrJRDxckQBLQ2Addc,https://api.spotify.com/v1/audio-analysis/0PbAyLrJRDxckQBLQ2Addc,376733,4,Tears For Fears|Sowing The Seeds Of Love
Cher,If I Could Turn Back Time,"['dance pop', 'hollywood', 'new wave pop', 'pop']",0.699,0.594,11,-8.813,1,0.0273,0.144,0.0,0.0744,0.48,108.715,audio_features,24yxPtDBWp7rU1G2hrwcZO,spotify:track:24yxPtDBWp7rU1G2hrwcZO,https://api.spotify.com/v1/tracks/24yxPtDBWp7rU1G2hrwcZO,https://api.spotify.com/v1/audio-analysis/24yxPtDBWp7rU1G2hrwcZO,253707,4,Cher|If I Could Turn Back Time
The Cover Girls,My Heart Skips A Beat,['freestyle'],0.684,0.838,2,-5.912,0,0.0435,0.115,1.65e-05,0.0854,0.521,115.844,audio_features,5xpEcMaehc6sg2hxzEVjWD,spotify:track:5xpEcMaehc6sg2hxzEVjWD,https://api.spotify.com/v1/tracks/5xpEcMaehc6sg2hxzEVjWD,https://api.spotify.com/v1/audio-analysis/5xpEcMaehc6sg2hxzEVjWD,336067,4,The Cover Girls|My Heart Skips A Beat
Regina Belle,Baby Come To Me,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'urban contemporary']",0.558,0.762,0,-7.967,0,0.0994,0.0848,0.0,0.224,0.703,168.69,audio_features,7kp7NX1k10cXWr8tBAzCCr,spotify:track:7kp7NX1k10cXWr8tBAzCCr,https://api.spotify.com/v1/tracks/7kp7NX1k10cXWr8tBAzCCr,https://api.spotify.com/v1/audio-analysis/7kp7NX1k10cXWr8tBAzCCr,341533,4,Regina Belle|Baby Come To Me
Babyface,It's No Crime,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.807,0.646,7,-11.798,0,0.0566,0.00287,0.112,0.258,0.879,117.081,audio_features,3W0oPqFdQJC5UDNOnMvPVm,spotify:track:3W0oPqFdQJC5UDNOnMvPVm,https://api.spotify.com/v1/tracks/3W0oPqFdQJC5UDNOnMvPVm,https://api.spotify.com/v1/audio-analysis/3W0oPqFdQJC5UDNOnMvPVm,417573,4,Babyface|It's No Crime
Thompson Twins,Sugar Daddy,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.724,0.569,0,-11.888,1,0.0282,0.157,0.00498,0.038,0.923,109.936,audio_features,4ZfbRpQREzNvG0E91S7jY9,spotify:track:4ZfbRpQREzNvG0E91S7jY9,https://api.spotify.com/v1/tracks/4ZfbRpQREzNvG0E91S7jY9,https://api.spotify.com/v1/audio-analysis/4ZfbRpQREzNvG0E91S7jY9,211800,4,Thompson Twins|Sugar Daddy
Enuff Z'Nuff,Bonus: New Thing (Live Unplugged in London),"['glam metal', 'hard rock', 'sleaze rock', 'underground power pop']",0.413,0.419,2,-13.682,1,0.0315,0.0296,0.0917,0.975,0.383,78.723,audio_features,6qCHq2EmsQeCKDlQjOZPcI,spotify:track:6qCHq2EmsQeCKDlQjOZPcI,https://api.spotify.com/v1/tracks/6qCHq2EmsQeCKDlQjOZPcI,https://api.spotify.com/v1/audio-analysis/6qCHq2EmsQeCKDlQjOZPcI,206680,4,Enuff Z'Nuff|New Thing
Surface,You Are My Everything,"['funk', 'j-poprock', 'new jack swing', 'quiet storm', 'urban contemporary']",0.712,0.558,1,-10.362,1,0.0661,0.0981,0.0,0.0618,0.831,96.018,audio_features,3af3Bljwz8w0xRYsH5JgbS,spotify:track:3af3Bljwz8w0xRYsH5JgbS,https://api.spotify.com/v1/tracks/3af3Bljwz8w0xRYsH5JgbS,https://api.spotify.com/v1/audio-analysis/3af3Bljwz8w0xRYsH5JgbS,271080,4,Surface|You Are My Everything
Moving Pictures,What About Me?,['australian rock'],0.61,0.398,5,-6.782,1,0.0253,0.527,1.07e-06,0.135,0.205,109.884,audio_features,0sUY9EnmEocSiOmrC8KJQr,spotify:track:0sUY9EnmEocSiOmrC8KJQr,https://api.spotify.com/v1/tracks/0sUY9EnmEocSiOmrC8KJQr,https://api.spotify.com/v1/audio-analysis/0sUY9EnmEocSiOmrC8KJQr,219432,4,Moving Pictures|What About Me
Elton John,Healing Hands,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']",0.626,0.809,2,-9.692,1,0.0276,0.00492,1.81e-05,0.0353,0.788,112.321,audio_features,4rxCQMELiiH0gk8nbTd2tR,spotify:track:4rxCQMELiiH0gk8nbTd2tR,https://api.spotify.com/v1/tracks/4rxCQMELiiH0gk8nbTd2tR,https://api.spotify.com/v1/audio-analysis/4rxCQMELiiH0gk8nbTd2tR,269960,4,Elton John|Healing Hands
Tina Turner,The Best - Edit,"['disco', 'mellow gold', 'new wave pop', 'soft rock']",0.681,0.83,0,-6.088,1,0.0271,0.0149,0.00376,0.214,0.817,103.777,audio_features,3waTApdZPxhXfXFvmwHd6S,spotify:track:3waTApdZPxhXfXFvmwHd6S,https://api.spotify.com/v1/tracks/3waTApdZPxhXfXFvmwHd6S,https://api.spotify.com/v1/audio-analysis/3waTApdZPxhXfXFvmwHd6S,250133,4,Tina Turner|The Best
Warrant,"Heaven - Live at Harpos Music Theatre, Detroit, MI","['album rock', 'glam metal', 'hard rock', 'rock']",0.379,0.618,7,-7.692,1,0.0405,0.653,0.0,0.449,0.499,77.607,audio_features,3oUOrjklyTU7oylsL5J2GH,spotify:track:3oUOrjklyTU7oylsL5J2GH,https://api.spotify.com/v1/tracks/3oUOrjklyTU7oylsL5J2GH,https://api.spotify.com/v1/audio-analysis/3oUOrjklyTU7oylsL5J2GH,157867,4,Warrant|Heaven
Seduction,(You're My One And Only) True Love,['freestyle'],0.665,0.64,10,-12.175,0,0.052,0.0166,0.00167,0.0636,0.672,104.378,audio_features,0symbiCfmFvJDJgR6y8gkf,spotify:track:0symbiCfmFvJDJgR6y8gkf,https://api.spotify.com/v1/tracks/0symbiCfmFvJDJgR6y8gkf,https://api.spotify.com/v1/audio-analysis/0symbiCfmFvJDJgR6y8gkf,230267,4,Seduction|(You're My One And Only) True Love
Soulsister,The Way to Your Heart,"['belgian rock', 'classic belgian pop']",0.728,0.652,10,-9.177,0,0.0245,0.244,1.59e-06,0.125,0.718,98.706,audio_features,7h7yYTlVSHY3Fk7mSb0cDZ,spotify:track:7h7yYTlVSHY3Fk7mSb0cDZ,https://api.spotify.com/v1/tracks/7h7yYTlVSHY3Fk7mSb0cDZ,https://api.spotify.com/v1/audio-analysis/7h7yYTlVSHY3Fk7mSb0cDZ,228293,4,Soulsister|The Way To Your Heart
Richard Marx,Right Here Waiting,"['album rock', 'mellow gold', 'new wave pop', 'soft rock']",0.255,0.489,0,-9.003,1,0.0323,0.432,0.0,0.977,0.262,79.584,audio_features,2t5FG1SYTba39e9szp9QUz,spotify:track:2t5FG1SYTba39e9szp9QUz,https://api.spotify.com/v1/tracks/2t5FG1SYTba39e9szp9QUz,https://api.spotify.com/v1/audio-analysis/2t5FG1SYTba39e9szp9QUz,483320,4,Richard Marx|Right Here Waiting
Warrant,Big Talk,"['album rock', 'glam metal', 'hard rock', 'rock']",0.533,0.783,1,-9.052,1,0.057,0.0305,8.33e-05,0.436,0.542,130.624,audio_features,5QwzwrBOj8ZcYFlm6splOa,spotify:track:5QwzwrBOj8ZcYFlm6splOa,https://api.spotify.com/v1/tracks/5QwzwrBOj8ZcYFlm6splOa,https://api.spotify.com/v1/audio-analysis/5QwzwrBOj8ZcYFlm6splOa,222840,4,Warrant|Big Talk
Madonna,Cherish - Extended Version,"['dance pop', 'europop', 'pop', 'pop rock']",0.695,0.678,2,-11.122,1,0.0293,0.133,0.0168,0.0519,0.923,131.943,audio_features,0OLl0WVIUPBjTKRv9F9sTP,spotify:track:0OLl0WVIUPBjTKRv9F9sTP,https://api.spotify.com/v1/tracks/0OLl0WVIUPBjTKRv9F9sTP,https://api.spotify.com/v1/audio-analysis/0OLl0WVIUPBjTKRv9F9sTP,376827,4,Madonna|Cherish
Eurythmics,Don't Ask Me Why - Remastered,"['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0.699,0.758,7,-6.182,1,0.0276,0.0859,9.86e-05,0.0932,0.752,118.818,audio_features,0oi8QSS5PrJloisuhZeTaI,spotify:track:0oi8QSS5PrJloisuhZeTaI,https://api.spotify.com/v1/tracks/0oi8QSS5PrJloisuhZeTaI,https://api.spotify.com/v1/audio-analysis/0oi8QSS5PrJloisuhZeTaI,264667,4,Eurythmics|Don't Ask Me Why
Grayson Hugh,Bring It All Back,[],0.783,0.376,1,-15.036,1,0.055,0.773,0.00161,0.207,0.702,105.621,audio_features,05WybrmvZHhLMjdHJZkMOm,spotify:track:05WybrmvZHhLMjdHJZkMOm,https://api.spotify.com/v1/tracks/05WybrmvZHhLMjdHJZkMOm,https://api.spotify.com/v1/audio-analysis/05WybrmvZHhLMjdHJZkMOm,216867,4,Grayson Hugh|Bring It All Back
Starship,It's Not Enough,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'soft rock']",0.551,0.891,5,-5.846,0,0.0263,0.0408,0.000114,0.0819,0.874,96.882,audio_features,2VPUhXpJzV0fr6OfiMeDVk,spotify:track:2VPUhXpJzV0fr6OfiMeDVk,https://api.spotify.com/v1/tracks/2VPUhXpJzV0fr6OfiMeDVk,https://api.spotify.com/v1/audio-analysis/2VPUhXpJzV0fr6OfiMeDVk,290187,4,Starship|It's Not Enough
Tracy Chapman,Crossroads,"['folk', 'folk-pop', 'lilith', 'pop rock', 'singer-songwriter']",0.787,0.255,0,-14.733,1,0.0399,0.777,0.00959,0.101,0.6,105.97,audio_features,4rxamav7i2lJexbuAxcvfe,spotify:track:4rxamav7i2lJexbuAxcvfe,https://api.spotify.com/v1/tracks/4rxamav7i2lJexbuAxcvfe,https://api.spotify.com/v1/audio-analysis/4rxamav7i2lJexbuAxcvfe,251493,4,Tracy Chapman|Crossroads
The Rolling Stones,Mixed Emotions,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",0.49,0.956,7,-4.0,1,0.0426,0.0902,0.000504,0.822,0.817,137.071,audio_features,4rdKHsTNobIX225sg8GVSO,spotify:track:4rdKHsTNobIX225sg8GVSO,https://api.spotify.com/v1/tracks/4rdKHsTNobIX225sg8GVSO,https://api.spotify.com/v1/audio-analysis/4rdKHsTNobIX225sg8GVSO,278640,4,The Rolling Stones|Mixed Emotions
Living Colour,Glamour Boys,"['alternative metal', 'funk metal', 'funk rock', 'grunge', 'hard rock', 'post-grunge', 'rap rock', 'rock', 'wrestling']",0.61,0.882,10,-8.651,0,0.0734,0.00207,0.506,0.678,0.728,120.474,audio_features,6kObXGV4DgfYJPLytLp8BR,spotify:track:6kObXGV4DgfYJPLytLp8BR,https://api.spotify.com/v1/tracks/6kObXGV4DgfYJPLytLp8BR,https://api.spotify.com/v1/audio-analysis/6kObXGV4DgfYJPLytLp8BR,250880,4,Living Colour|Glamour Boys
Melissa Etheridge,No Souvenirs,"['folk-pop', 'heartland rock', 'lilith', 'mellow gold', 'pop rock']",0.542,0.788,2,-5.289,1,0.0405,0.267,0.0,0.0814,0.614,134.102,audio_features,5rb6G4ISulArRsn3SWqmf1,spotify:track:5rb6G4ISulArRsn3SWqmf1,https://api.spotify.com/v1/tracks/5rb6G4ISulArRsn3SWqmf1,https://api.spotify.com/v1/audio-analysis/5rb6G4ISulArRsn3SWqmf1,276000,4,Melissa Etheridge|No Souvenirs
Skid Row,18 and Life - Remastered,"['album rock', 'glam metal', 'hard rock', 'metal', 'post-grunge', 'rock']",0.305,0.691,1,-9.079,0,0.0356,0.000976,4.1e-05,0.117,0.329,180.818,audio_features,4JsTntJyyZYu9fBN1alFx1,spotify:track:4JsTntJyyZYu9fBN1alFx1,https://api.spotify.com/v1/tracks/4JsTntJyyZYu9fBN1alFx1,https://api.spotify.com/v1/audio-analysis/4JsTntJyyZYu9fBN1alFx1,232301,4,Skid Row|18 And Life
The Jeff Healey Band,Angel Eyes - Live,"['blues-rock', 'canadian blues', 'classic rock', 'electric blues', 'modern blues', 'southern rock']",0.573,0.477,0,-10.553,1,0.033,0.397,1.08e-06,0.72,0.45,121.943,audio_features,5b1MHMHc5ewIeuePe4wPUK,spotify:track:5b1MHMHc5ewIeuePe4wPUK,https://api.spotify.com/v1/tracks/5b1MHMHc5ewIeuePe4wPUK,https://api.spotify.com/v1/audio-analysis/5b1MHMHc5ewIeuePe4wPUK,365208,4,The Jeff Healey Band|Angel Eyes
Paula Abdul,Cold Hearted - Edit,"['dance pop', 'new wave pop', 'pop rock', 'strut', 'urban contemporary']",0.828,0.811,7,-4.095,0,0.0484,0.175,0.000652,0.0684,0.784,122.44,audio_features,6mI8mJmulEeK0H7voGSD6c,spotify:track:6mI8mJmulEeK0H7voGSD6c,https://api.spotify.com/v1/tracks/6mI8mJmulEeK0H7voGSD6c,https://api.spotify.com/v1/audio-analysis/6mI8mJmulEeK0H7voGSD6c,216293,4,Paula Abdul|Cold Hearted
Martika,I Feel the Earth Move,"['minneapolis sound', 'new wave pop']",0.703,0.935,7,-6.506,1,0.0356,0.0991,0.000488,0.0435,0.938,124.723,audio_features,1e6GFjm3eYtcnMg4akp6ze,spotify:track:1e6GFjm3eYtcnMg4akp6ze,https://api.spotify.com/v1/tracks/1e6GFjm3eYtcnMg4akp6ze,https://api.spotify.com/v1/audio-analysis/1e6GFjm3eYtcnMg4akp6ze,252933,4,Martika|I Feel The Earth Move
Gloria Estefan,Don't Wanna Lose You,"['dance pop', 'latin pop', 'new wave pop']",0.545,0.356,5,-14.127,1,0.0245,0.413,1.56e-06,0.128,0.465,82.214,audio_features,4tEpvocDTdNVR9DYxnJTFy,spotify:track:4tEpvocDTdNVR9DYxnJTFy,https://api.spotify.com/v1/tracks/4tEpvocDTdNVR9DYxnJTFy,https://api.spotify.com/v1/audio-analysis/4tEpvocDTdNVR9DYxnJTFy,250067,4,Gloria Estefan|Don't Wanna Lose You
Great White,Once Bitten Twice Shy - Live,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.696,0.545,9,-12.848,1,0.0525,0.11,0.00209,0.946,0.57,127.919,audio_features,3cEU1urQHvoW2aC6F04GMZ,spotify:track:3cEU1urQHvoW2aC6F04GMZ,https://api.spotify.com/v1/tracks/3cEU1urQHvoW2aC6F04GMZ,https://api.spotify.com/v1/audio-analysis/3cEU1urQHvoW2aC6F04GMZ,513373,4,Great White|Once Bitten Twice Shy
New Kids On The Block,Hangin' Tough,"['boy band', 'dance pop']",0.759,0.657,6,-8.302,1,0.05,0.0736,0.000625,0.263,0.758,90.683,audio_features,6BlaQfgU51BmNq07hucAbm,spotify:track:6BlaQfgU51BmNq07hucAbm,https://api.spotify.com/v1/tracks/6BlaQfgU51BmNq07hucAbm,https://api.spotify.com/v1/audio-analysis/6BlaQfgU51BmNq07hucAbm,258480,4,New Kids On The Block|Hangin' Tough
Soul II Soul ,Keep On Movin' - 2003 Remaster,"['british soul', 'funk', 'hip house', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",0.706,0.505,6,-12.105,0,0.0685,0.039,0.000364,0.0524,0.78,93.277,audio_features,37Z7EF33gfoyYgyisevrvo,spotify:track:37Z7EF33gfoyYgyisevrvo,https://api.spotify.com/v1/tracks/37Z7EF33gfoyYgyisevrvo,https://api.spotify.com/v1/audio-analysis/37Z7EF33gfoyYgyisevrvo,359307,4,Soul II Soul (Featuring Caron Wheeler)|Keep On Movin'
Surface,Shower Me With Your Love,"['funk', 'j-poprock', 'new jack swing', 'quiet storm', 'urban contemporary']",0.632,0.356,9,-10.811,1,0.0309,0.523,5.76e-06,0.0961,0.197,131.28,audio_features,0YL8rCxASTV9uBE9Sur0Ag,spotify:track:0YL8rCxASTV9uBE9Sur0Ag,https://api.spotify.com/v1/tracks/0YL8rCxASTV9uBE9Sur0Ag,https://api.spotify.com/v1/audio-analysis/0YL8rCxASTV9uBE9Sur0Ag,294960,4,Surface|Shower Me With Your Love
Michael Morales,What I Like About You,[],0.564,0.951,9,-10.178,1,0.0426,0.0245,2.69e-05,0.0598,0.93,76.286,audio_features,5RBdhB9q70XvaGK2ai2bNp,spotify:track:5RBdhB9q70XvaGK2ai2bNp,https://api.spotify.com/v1/tracks/5RBdhB9q70XvaGK2ai2bNp,https://api.spotify.com/v1/audio-analysis/5RBdhB9q70XvaGK2ai2bNp,184600,4,Michael Morales|What I Like About You
Fine Young Cannibals,Don't Look Back,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0.683,0.703,7,-11.366,1,0.0294,0.0824,5.23e-06,0.466,0.972,139.083,audio_features,1Iz4JdDxglpnjXzMHlpnOp,spotify:track:1Iz4JdDxglpnjXzMHlpnOp,https://api.spotify.com/v1/tracks/1Iz4JdDxglpnjXzMHlpnOp,https://api.spotify.com/v1/audio-analysis/1Iz4JdDxglpnjXzMHlpnOp,217227,4,Fine Young Cannibals|Don't Look Back
Bee Gees,Intro - You Should Be Dancing / Alone - Live - At The MGM Grand,"['adult standards', 'disco', 'mellow gold', 'soft rock']",0.371,0.841,2,-7.965,1,0.0539,0.0159,0.00013,0.925,0.487,109.968,audio_features,5w2TGBYS9kotRyHWqWxo4R,spotify:track:5w2TGBYS9kotRyHWqWxo4R,https://api.spotify.com/v1/tracks/5w2TGBYS9kotRyHWqWxo4R,https://api.spotify.com/v1/audio-analysis/5w2TGBYS9kotRyHWqWxo4R,344160,4,Bee Gees|One
Debbie Gibson,We Could Be Together,"['new wave pop', 'soft rock']",0.715,0.794,3,-8.666,1,0.0303,0.212,1.54e-06,0.111,0.837,134.567,audio_features,0BeLxMJMwGrt9nnAXfwLwo,spotify:track:0BeLxMJMwGrt9nnAXfwLwo,https://api.spotify.com/v1/tracks/0BeLxMJMwGrt9nnAXfwLwo,https://api.spotify.com/v1/audio-analysis/0BeLxMJMwGrt9nnAXfwLwo,332827,4,Debbie Gibson|We Could Be Together
Winger,Hungry,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']",0.491,0.589,8,-12.952,0,0.028,0.00543,3.4e-05,0.136,0.487,85.046,audio_features,3TWMiVaw8pN0SurElKlOXQ,spotify:track:3TWMiVaw8pN0SurElKlOXQ,https://api.spotify.com/v1/tracks/3TWMiVaw8pN0SurElKlOXQ,https://api.spotify.com/v1/audio-analysis/3TWMiVaw8pN0SurElKlOXQ,238533,4,Winger|Hungry
Tom Petty,Runnin' Down A Dream,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0.471,0.956,9,-6.371,1,0.0403,0.000596,0.62,0.624,0.715,169.798,audio_features,6mNqjI8t57Iwaz21IS7cl0,spotify:track:6mNqjI8t57Iwaz21IS7cl0,https://api.spotify.com/v1/tracks/6mNqjI8t57Iwaz21IS7cl0,https://api.spotify.com/v1/audio-analysis/6mNqjI8t57Iwaz21IS7cl0,261813,4,Tom Petty|Runnin' Down A Dream
Icehouse,Touch The Fire,"['australian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",0.537,0.958,7,-3.993,1,0.0432,0.0945,3.47e-05,0.087,0.525,129.909,audio_features,6kxHMpVt9OYDQOwXYJrQAb,spotify:track:6kxHMpVt9OYDQOwXYJrQAb,https://api.spotify.com/v1/tracks/6kxHMpVt9OYDQOwXYJrQAb,https://api.spotify.com/v1/audio-analysis/6kxHMpVt9OYDQOwXYJrQAb,226480,4,Icehouse|Touch The Fire
Neneh Cherry,Kisses On The Wind,"['new wave pop', 'urban contemporary']",0.759,0.687,1,-10.833,1,0.0893,0.0733,1.86e-06,0.0929,0.783,117.959,audio_features,6F7LbHGLir4Z0sTVNPVgax,spotify:track:6F7LbHGLir4Z0sTVNPVgax,https://api.spotify.com/v1/tracks/6F7LbHGLir4Z0sTVNPVgax,https://api.spotify.com/v1/audio-analysis/6F7LbHGLir4Z0sTVNPVgax,237373,4,Neneh Cherry|Kisses On The Wind
Michael Bolton,Soul Provider,"['adult standards', 'soft rock']",0.58,0.655,0,-5.157,1,0.0319,0.0154,1.24e-05,0.112,0.638,89.021,audio_features,2DePY8O1naZjCJPKE0KyGe,spotify:track:2DePY8O1naZjCJPKE0KyGe,https://api.spotify.com/v1/tracks/2DePY8O1naZjCJPKE0KyGe,https://api.spotify.com/v1/audio-analysis/2DePY8O1naZjCJPKE0KyGe,307827,4,Michael Bolton|Soul Provider
Don Henley,The End Of The Innocence,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock', 'yacht rock']",0.623,0.425,8,-13.045,1,0.0291,0.306,8.65e-05,0.108,0.392,116.593,audio_features,3NWcFiL6oCEagrFiTdDr1m,spotify:track:3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/tracks/3NWcFiL6oCEagrFiTdDr1m,https://api.spotify.com/v1/audio-analysis/3NWcFiL6oCEagrFiTdDr1m,315307,4,Don Henley|The End Of The Innocence
Eddie Murphy,Put Your Mouth On Me,['comedy'],0.813,0.652,1,-13.018,1,0.114,0.0647,0.0,0.343,0.774,100.302,audio_features,6eU4jtJIpOZpEnqQwfDutG,spotify:track:6eU4jtJIpOZpEnqQwfDutG,https://api.spotify.com/v1/tracks/6eU4jtJIpOZpEnqQwfDutG,https://api.spotify.com/v1/audio-analysis/6eU4jtJIpOZpEnqQwfDutG,244333,4,Eddie Murphy|Put Your Mouth On Me
The Cult,Edie (Ciao Baby) (acoustic),"['album rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'metal', 'new wave', 'post-grunge', 'rock']",0.606,0.365,6,-12.283,1,0.0267,0.484,1.01e-06,0.0704,0.308,104.047,audio_features,30qaEdAAw2bxKpo1r7ropy,spotify:track:30qaEdAAw2bxKpo1r7ropy,https://api.spotify.com/v1/tracks/30qaEdAAw2bxKpo1r7ropy,https://api.spotify.com/v1/audio-analysis/30qaEdAAw2bxKpo1r7ropy,258133,4,The Cult|Edie (Ciao Baby)
Grayson Hugh,Talk It Over,[],0.743,0.481,11,-8.46,1,0.0279,0.814,4.75e-05,0.144,0.509,97.254,audio_features,0TPmQWWEI4GRCpwTPHu7SD,spotify:track:0TPmQWWEI4GRCpwTPHu7SD,https://api.spotify.com/v1/tracks/0TPmQWWEI4GRCpwTPHu7SD,https://api.spotify.com/v1/audio-analysis/0TPmQWWEI4GRCpwTPHu7SD,286147,4,Grayson Hugh|Talk It Over
Karyn White,Secret Rendezvous,"['minneapolis sound', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0.733,0.689,10,-13.001,0,0.0388,0.0503,0.00115,0.0656,0.888,111.695,audio_features,4aYOQDyN2wTOlt2mRQ6zef,spotify:track:4aYOQDyN2wTOlt2mRQ6zef,https://api.spotify.com/v1/tracks/4aYOQDyN2wTOlt2mRQ6zef,https://api.spotify.com/v1/audio-analysis/4aYOQDyN2wTOlt2mRQ6zef,337400,4,Karyn White|Secret Rendezvous
